"Evt_lab","Start","End","TotalRain","Max_Intensity","Dur_hr","PreDry_Dur_hr"
8063,1989-12-09 01:00:00,1989-12-09 08:00:00,3.04,0.76,8,5
8065,1989-12-12 18:00:00,1989-12-12 18:00:00,0.51,0.51,1,81
8067,1989-12-16 05:00:00,1989-12-16 05:00:00,0.25,0.25,1,82
8069,1989-12-18 04:00:00,1989-12-18 16:00:00,8.37,2.03,13,46
8071,1989-12-19 00:00:00,1989-12-19 06:00:00,2.28,1.27,7,7
8073,1989-12-19 12:00:00,1989-12-20 05:00:00,9.66,2.29,18,5
8075,1989-12-22 19:00:00,1989-12-23 10:00:00,8.13,1.02,16,61
8077,1989-12-23 17:00:00,1989-12-23 20:00:00,0.75,0.25,4,6
8079,1990-01-06 17:00:00,1990-01-06 17:00:00,0.25,0.25,1,332
8081,1990-01-08 00:00:00,1990-01-08 02:00:00,2.29,1.78,3,30
8083,1990-01-21 17:00:00,1990-01-21 18:00:00,6.85,6.6,2,326
8085,1990-01-26 03:00:00,1990-01-26 03:00:00,0.51,0.51,1,104
8087,1990-02-03 21:00:00,1990-02-03 21:00:00,0.25,0.25,1,209
8089,1990-02-10 16:00:00,1990-02-11 00:00:00,7.86,4.32,9,162
8091,1990-02-18 06:00:00,1990-02-18 06:00:00,0.25,0.25,1,173
8093,1990-02-19 11:00:00,1990-02-19 11:00:00,0.25,0.25,1,28
8095,1990-02-19 19:00:00,1990-02-20 15:00:00,19.8,4.57,21,7
8097,1990-02-21 04:00:00,1990-02-21 04:00:00,1.27,1.27,1,12
8099,1990-02-21 10:00:00,1990-02-21 10:00:00,0.25,0.25,1,5
8101,1990-02-21 20:00:00,1990-02-21 22:00:00,1.01,0.51,3,9
8103,1990-02-22 17:00:00,1990-02-22 19:00:00,5.33,5.08,3,18
8105,1990-02-23 06:00:00,1990-02-23 11:00:00,2.79,1.52,6,10
8107,1990-02-23 19:00:00,1990-02-23 19:00:00,0.25,0.25,1,7
8109,1990-03-07 19:00:00,1990-03-08 00:00:00,4.57,2.29,6,287
8111,1990-03-17 16:00:00,1990-03-17 20:00:00,7.87,7.62,5,231
8113,1990-03-31 02:00:00,1990-03-31 08:00:00,5.34,2.54,7,317
8115,1990-03-31 22:00:00,1990-03-31 23:00:00,0.5,0.25,2,13
8117,1990-04-02 17:00:00,1990-04-03 00:00:00,2.78,0.76,8,41
8119,1990-04-19 16:00:00,1990-04-19 16:00:00,1.52,1.52,1,399
8121,1990-04-22 18:00:00,1990-04-22 21:00:00,3.05,2.03,4,73
8123,1990-04-28 15:00:00,1990-04-28 17:00:00,4.32,3.56,3,137
8125,1990-05-09 22:00:00,1990-05-09 22:00:00,1.02,1.02,1,268
8127,1990-05-16 19:00:00,1990-05-16 20:00:00,0.5,0.25,2,164
8129,1990-05-28 14:00:00,1990-05-28 16:00:00,1.78,1.02,3,281
8131,1990-06-02 23:00:00,1990-06-03 00:00:00,0.5,0.25,2,126
8133,1990-06-03 19:00:00,1990-06-03 19:00:00,0.25,0.25,1,18
8135,1990-06-04 14:00:00,1990-06-04 15:00:00,0.5,0.25,2,18
8137,1990-06-05 02:00:00,1990-06-05 02:00:00,1.78,1.78,1,10
8139,1990-06-07 18:00:00,1990-06-07 18:00:00,0.51,0.51,1,63
8141,1990-06-08 22:00:00,1990-06-08 22:00:00,0.25,0.25,1,27
8143,1990-06-09 21:00:00,1990-06-09 21:00:00,0.25,0.25,1,22
8145,1990-06-10 17:00:00,1990-06-10 17:00:00,0.51,0.51,1,19
8147,1990-06-16 16:00:00,1990-06-16 20:00:00,3.56,1.52,5,142
8149,1990-06-21 20:00:00,1990-06-21 22:00:00,1.27,0.76,3,119
8151,1990-06-22 15:00:00,1990-06-22 15:00:00,0.25,0.25,1,16
8153,1990-06-22 23:00:00,1990-06-23 06:00:00,3.05,1.02,8,7
8155,1990-06-23 16:00:00,1990-06-23 16:00:00,1.27,1.27,1,9
8157,1990-07-02 15:00:00,1990-07-02 16:00:00,57.91,39.37,2,214
8159,1990-07-03 12:00:00,1990-07-03 12:00:00,0.25,0.25,1,19
8161,1990-07-12 21:00:00,1990-07-12 21:00:00,0.25,0.25,1,224
8163,1990-07-13 15:00:00,1990-07-13 15:00:00,0.76,0.76,1,17
8165,1990-07-14 02:00:00,1990-07-14 11:00:00,5.07,3.81,10,10
8167,1990-07-15 09:00:00,1990-07-15 09:00:00,0.51,0.51,1,21
8169,1990-07-16 14:00:00,1990-07-16 14:00:00,0.25,0.25,1,28
8171,1990-07-20 21:00:00,1990-07-20 21:00:00,1.78,1.78,1,102
8173,1990-07-21 17:00:00,1990-07-21 17:00:00,0.51,0.51,1,19
8175,1990-07-23 16:00:00,1990-07-23 16:00:00,6.1,6.1,1,46
8177,1990-07-25 15:00:00,1990-07-25 15:00:00,1.27,1.27,1,46
8179,1990-07-28 05:00:00,1990-07-28 06:00:00,1.27,1.02,2,61
8181,1990-08-02 15:00:00,1990-08-02 15:00:00,0.25,0.25,1,128
8183,1990-08-02 22:00:00,1990-08-02 22:00:00,36.58,36.58,1,6
8185,1990-08-07 19:00:00,1990-08-07 22:00:00,2.28,1.78,4,116
8187,1990-08-08 17:00:00,1990-08-08 17:00:00,0.51,0.51,1,18
8189,1990-08-09 17:00:00,1990-08-09 17:00:00,7.11,7.11,1,23
8191,1990-08-13 18:00:00,1990-08-13 18:00:00,0.25,0.25,1,96
8193,1990-08-14 18:00:00,1990-08-14 21:00:00,1.01,0.51,4,23
8195,1990-08-17 17:00:00,1990-08-17 17:00:00,0.76,0.76,1,67
8197,1990-08-29 17:00:00,1990-08-29 17:00:00,1.02,1.02,1,287
8199,1990-08-30 19:00:00,1990-08-30 22:00:00,4.82,3.05,4,25
8201,1990-09-15 15:00:00,1990-09-15 15:00:00,2.54,2.54,1,376
8203,1990-09-28 05:00:00,1990-09-28 08:00:00,12.45,11.94,4,301
8205,1990-09-28 18:00:00,1990-09-28 22:00:00,6.61,5.59,5,9
8207,1990-09-29 12:00:00,1990-09-29 22:00:00,6.1,2.29,11,13
8209,1990-10-08 17:00:00,1990-10-08 18:00:00,8.89,7.62,2,210
8211,1990-10-09 01:00:00,1990-10-09 02:00:00,1.27,1.02,2,6
8213,1990-10-10 00:00:00,1990-10-10 13:00:00,15.5,9.91,14,21
8215,1990-10-11 15:00:00,1990-10-12 02:00:00,14.21,11.68,12,25
8217,1990-10-21 03:00:00,1990-10-22 04:00:00,6.07,2.03,26,216
8219,1990-11-09 02:00:00,1990-11-09 02:00:00,0.76,0.76,1,429
8221,1990-11-27 17:00:00,1990-11-27 17:00:00,0.51,0.51,1,446
8223,1990-11-28 19:00:00,1990-11-28 19:00:00,1.02,1.02,1,25
8225,1990-12-03 22:00:00,1990-12-04 05:00:00,4.06,1.78,8,122
8227,1990-12-07 20:00:00,1990-12-07 22:00:00,2.54,1.52,3,86
8229,1990-12-08 04:00:00,1990-12-08 10:00:00,2.03,1.02,7,5
8231,1991-01-11 03:00:00,1991-01-11 03:00:00,3.56,3.56,1,808
8233,1991-01-11 19:00:00,1991-01-12 02:00:00,15.5,4.83,8,15
8235,1991-01-16 11:00:00,1991-01-16 12:00:00,2.28,2.03,2,104
8237,1991-01-19 11:00:00,1991-01-20 02:00:00,33.53,26.16,16,70
8239,1991-01-24 09:00:00,1991-01-24 09:00:00,0.25,0.25,1,102
8241,1991-01-24 15:00:00,1991-01-25 10:00:00,23.63,10.16,20,5
8243,1991-01-28 03:00:00,1991-01-28 07:00:00,27.94,16,5,64
8245,1991-01-29 15:00:00,1991-01-29 15:00:00,6.1,6.1,1,31
8247,1991-01-30 19:00:00,1991-01-31 04:00:00,5.84,1.02,10,27
8249,1991-02-02 08:00:00,1991-02-02 15:00:00,1.26,0.76,8,51
8251,1991-02-06 12:00:00,1991-02-06 20:00:00,7.12,4.32,9,92
8253,1991-02-07 06:00:00,1991-02-07 08:00:00,1.27,0.51,3,9
8255,1991-02-07 15:00:00,1991-02-07 19:00:00,4.82,2.03,5,6
8257,1991-02-14 01:00:00,1991-02-14 05:00:00,7.11,5.08,5,149
8259,1991-02-23 08:00:00,1991-02-23 08:00:00,0.25,0.25,1,218
8261,1991-03-02 08:00:00,1991-03-02 22:00:00,71.62,28.7,15,167
8263,1991-03-03 07:00:00,1991-03-03 07:00:00,0.51,0.51,1,8
8265,1991-03-08 17:00:00,1991-03-08 18:00:00,8.38,7.11,2,129
8267,1991-03-09 05:00:00,1991-03-09 05:00:00,1.02,1.02,1,10
8269,1991-03-13 17:00:00,1991-03-13 17:00:00,0.25,0.25,1,107
8271,1991-03-16 06:00:00,1991-03-16 09:00:00,1.52,1.02,4,60
8273,1991-03-16 23:00:00,1991-03-18 09:00:00,25.91,3.56,35,13
8275,1991-03-30 01:00:00,1991-03-30 01:00:00,7.62,7.62,1,279
8277,1991-04-05 12:00:00,1991-04-05 19:00:00,3.55,1.52,8,154
8279,1991-04-08 02:00:00,1991-04-08 02:00:00,0.51,0.51,1,54
8281,1991-04-08 15:00:00,1991-04-08 21:00:00,5.58,3.3,7,12
8283,1991-04-09 06:00:00,1991-04-09 07:00:00,4.32,3.56,2,8
8285,1991-04-10 08:00:00,1991-04-10 09:00:00,4.57,2.54,2,24
8287,1991-04-17 15:00:00,1991-04-17 15:00:00,1.78,1.78,1,173
8289,1991-04-19 22:00:00,1991-04-19 23:00:00,5.08,2.79,2,54
8291,1991-04-23 08:00:00,1991-04-23 09:00:00,4.83,3.05,2,80
8293,1991-04-25 15:00:00,1991-04-25 16:00:00,1.78,1.27,2,53
8295,1991-04-26 18:00:00,1991-04-26 20:00:00,0.75,0.25,3,25
8297,1991-04-28 18:00:00,1991-04-28 18:00:00,1.02,1.02,1,45
8299,1991-05-01 21:00:00,1991-05-01 22:00:00,0.76,0.51,2,74
8301,1991-05-08 07:00:00,1991-05-08 07:00:00,0.76,0.76,1,152
8303,1991-05-11 11:00:00,1991-05-11 16:00:00,9.91,3.05,6,75
8305,1991-05-13 16:00:00,1991-05-13 16:00:00,0.51,0.51,1,47
8307,1991-05-14 19:00:00,1991-05-14 22:00:00,1.52,0.51,4,26
8309,1991-05-19 15:00:00,1991-05-19 21:00:00,12.2,6.1,7,112
8311,1991-05-20 15:00:00,1991-05-20 21:00:00,12.19,9.65,7,17
8313,1991-05-23 10:00:00,1991-05-23 10:00:00,0.25,0.25,1,60
8315,1991-05-24 18:00:00,1991-05-24 18:00:00,0.25,0.25,1,31
8317,1991-05-25 21:00:00,1991-05-25 21:00:00,0.76,0.76,1,26
8319,1991-05-27 15:00:00,1991-05-27 16:00:00,2.03,1.52,2,41
8321,1991-05-31 18:00:00,1991-05-31 18:00:00,0.51,0.51,1,97
8323,1991-06-02 21:00:00,1991-06-02 22:00:00,2.54,2.03,2,50
8325,1991-06-04 20:00:00,1991-06-05 01:00:00,6.09,2.79,6,45
8327,1991-06-05 15:00:00,1991-06-06 05:00:00,20.83,8.38,15,13
8329,1991-06-07 05:00:00,1991-06-07 17:00:00,5.84,2.54,13,23
8331,1991-06-09 11:00:00,1991-06-09 11:00:00,0.25,0.25,1,41
8333,1991-06-14 19:00:00,1991-06-14 19:00:00,0.25,0.25,1,127
8335,1991-06-17 14:00:00,1991-06-17 23:00:00,12.19,10.67,10,66
8337,1991-06-18 16:00:00,1991-06-18 16:00:00,0.25,0.25,1,16
8339,1991-06-24 21:00:00,1991-06-25 04:00:00,29.72,14.48,8,148
8341,1991-06-25 15:00:00,1991-06-25 16:00:00,2.04,1.02,2,10
8343,1991-06-26 06:00:00,1991-06-26 06:00:00,2.29,2.29,1,13
8345,1991-06-28 14:00:00,1991-06-28 14:00:00,0.51,0.51,1,55
8347,1991-06-29 06:00:00,1991-06-29 07:00:00,0.76,0.51,2,15
8349,1991-06-30 13:00:00,1991-06-30 13:00:00,2.29,2.29,1,29
8351,1991-07-06 09:00:00,1991-07-06 09:00:00,0.25,0.25,1,139
8353,1991-07-06 19:00:00,1991-07-06 21:00:00,6.61,6.1,3,9
8355,1991-07-10 01:00:00,1991-07-10 01:00:00,1.02,1.02,1,75
8357,1991-07-10 10:00:00,1991-07-10 12:00:00,2.03,1.27,3,8
8359,1991-07-11 06:00:00,1991-07-11 11:00:00,43.94,36.58,6,17
8361,1991-07-12 10:00:00,1991-07-12 10:00:00,18.54,18.54,1,22
8363,1991-07-15 19:00:00,1991-07-15 19:00:00,0.51,0.51,1,80
8365,1991-07-16 19:00:00,1991-07-16 21:00:00,11.68,7.11,3,23
8367,1991-07-17 18:00:00,1991-07-17 18:00:00,3.81,3.81,1,20
8369,1991-07-18 14:00:00,1991-07-18 18:00:00,4.57,1.52,5,19
8371,1991-07-20 15:00:00,1991-07-20 15:00:00,3.81,3.81,1,44
8373,1991-07-24 04:00:00,1991-07-24 04:00:00,11.68,11.68,1,84
8375,1991-07-26 17:00:00,1991-07-26 17:00:00,2.03,2.03,1,60
8377,1991-07-27 14:00:00,1991-07-27 15:00:00,4.31,2.79,2,20
8379,1991-07-28 19:00:00,1991-07-28 20:00:00,13.46,12.95,2,27
8381,1991-07-31 14:00:00,1991-07-31 19:00:00,4.06,2.54,6,65
8383,1991-08-01 13:00:00,1991-08-01 13:00:00,0.25,0.25,1,17
8385,1991-08-01 20:00:00,1991-08-01 20:00:00,0.76,0.76,1,6
8387,1991-08-13 20:00:00,1991-08-13 20:00:00,0.25,0.25,1,287
8389,1991-08-15 10:00:00,1991-08-15 11:00:00,0.5,0.25,2,37
8391,1991-08-15 20:00:00,1991-08-15 20:00:00,1.27,1.27,1,8
8393,1991-08-16 14:00:00,1991-08-16 14:00:00,1.78,1.78,1,17
8395,1991-08-19 14:00:00,1991-08-19 14:00:00,0.25,0.25,1,71
8397,1991-08-20 00:00:00,1991-08-20 00:00:00,0.25,0.25,1,9
8399,1991-08-20 11:00:00,1991-08-20 11:00:00,0.25,0.25,1,10
8401,1991-08-23 15:00:00,1991-08-23 15:00:00,0.25,0.25,1,75
8403,1991-08-24 04:00:00,1991-08-24 15:00:00,7.87,3.3,12,12
8405,1991-08-24 21:00:00,1991-08-24 22:00:00,1.01,0.76,2,5
8407,1991-08-28 14:00:00,1991-08-28 14:00:00,0.25,0.25,1,87
8409,1991-08-29 09:00:00,1991-08-29 10:00:00,1.01,0.76,2,18
8411,1991-08-30 10:00:00,1991-08-30 15:00:00,9.14,8.13,6,23
8413,1991-09-02 23:00:00,1991-09-03 10:00:00,3.3,1.02,12,79
8415,1991-09-03 17:00:00,1991-09-03 17:00:00,0.76,0.76,1,6
8417,1991-09-04 00:00:00,1991-09-04 03:00:00,5.08,3.3,4,6
8419,1991-09-18 11:00:00,1991-09-18 11:00:00,0.25,0.25,1,343
8421,1991-09-20 15:00:00,1991-09-20 15:00:00,10.41,10.41,1,51
8423,1991-09-25 17:00:00,1991-09-25 18:00:00,1.78,1.27,2,121
8425,1991-09-29 07:00:00,1991-09-29 19:00:00,57.91,42.67,13,84
8427,1991-10-01 18:00:00,1991-10-02 08:00:00,57.91,11.43,15,46
8429,1991-10-04 14:00:00,1991-10-04 14:00:00,1.78,1.78,1,53
8431,1991-10-05 18:00:00,1991-10-05 23:00:00,1.27,1.02,6,27
8433,1991-10-26 12:00:00,1991-10-26 13:00:00,1.52,1.27,2,492
8435,1991-11-03 21:00:00,1991-11-04 00:00:00,1.52,0.76,4,199
8437,1991-11-09 00:00:00,1991-11-09 07:00:00,8.63,2.29,8,119
8439,1991-11-18 13:00:00,1991-11-18 15:00:00,1.52,0.76,3,221
8441,1991-11-20 11:00:00,1991-11-20 11:00:00,0.25,0.25,1,43
8443,1991-11-23 06:00:00,1991-11-23 06:00:00,0.25,0.25,1,66
8445,1991-11-28 13:00:00,1991-11-28 13:00:00,1.52,1.52,1,126
8447,1991-12-03 21:00:00,1991-12-03 21:00:00,0.51,0.51,1,127
8449,1991-12-14 17:00:00,1991-12-14 17:00:00,0.76,0.76,1,259
8451,1991-12-23 19:00:00,1991-12-23 22:00:00,1,0.25,4,217
8453,1991-12-28 10:00:00,1991-12-28 22:00:00,4.57,3.05,13,107
8455,1992-01-01 17:00:00,1992-01-01 23:00:00,5.08,3.3,7,90
8457,1992-01-04 04:00:00,1992-01-04 04:00:00,0.25,0.25,1,52
8459,1992-01-13 21:00:00,1992-01-14 02:00:00,3.3,1.52,6,232
8461,1992-01-19 11:00:00,1992-01-19 11:00:00,0.25,0.25,1,128
8463,1992-01-19 17:00:00,1992-01-19 17:00:00,0.25,0.25,1,5
8465,1992-01-23 03:00:00,1992-01-23 03:00:00,0.51,0.51,1,81
8467,1992-01-23 10:00:00,1992-01-23 13:00:00,10.16,8.64,4,6
8469,1992-01-28 04:00:00,1992-01-29 02:00:00,21.57,7.87,23,110
8471,1992-01-29 19:00:00,1992-01-29 19:00:00,0.25,0.25,1,16
8473,1992-01-30 19:00:00,1992-01-30 19:00:00,0.51,0.51,1,23
8475,1992-02-05 09:00:00,1992-02-05 09:00:00,1.02,1.02,1,133
8477,1992-02-05 21:00:00,1992-02-06 02:00:00,3.3,1.52,6,11
8479,1992-02-06 09:00:00,1992-02-06 11:00:00,0.75,0.25,3,6
8481,1992-02-07 19:00:00,1992-02-07 20:00:00,1.01,0.76,2,31
8483,1992-02-17 11:00:00,1992-02-17 18:00:00,4.56,2.54,8,230
8485,1992-02-18 12:00:00,1992-02-18 12:00:00,0.25,0.25,1,17
8487,1992-02-18 19:00:00,1992-02-18 21:00:00,1.01,0.51,3,6
8489,1992-02-19 10:00:00,1992-02-19 10:00:00,0.51,0.51,1,12
8491,1992-02-24 22:00:00,1992-02-24 22:00:00,0.76,0.76,1,131
8493,1992-02-25 06:00:00,1992-02-25 09:00:00,3.05,1.27,4,7
8495,1992-02-25 20:00:00,1992-02-25 20:00:00,1.02,1.02,1,10
8497,1992-03-05 08:00:00,1992-03-05 15:00:00,1.25,0.25,8,203
8499,1992-03-06 16:00:00,1992-03-06 16:00:00,0.76,0.76,1,24
8501,1992-03-07 01:00:00,1992-03-07 03:00:00,4.57,3.05,3,8
8503,1992-03-10 15:00:00,1992-03-10 22:00:00,9.66,3.56,8,83
8505,1992-03-19 06:00:00,1992-03-19 09:00:00,2.03,1.02,4,199
8507,1992-03-23 08:00:00,1992-03-23 08:00:00,1.52,1.52,1,94
8509,1992-03-30 08:00:00,1992-03-30 09:00:00,0.5,0.25,2,167
8511,1992-04-11 12:00:00,1992-04-11 17:00:00,2.54,1.02,6,290
8513,1992-04-19 21:00:00,1992-04-20 03:00:00,6.35,3.05,7,195
8515,1992-04-21 01:00:00,1992-04-21 03:00:00,12.7,12.19,3,21
8517,1992-04-22 04:00:00,1992-04-22 04:00:00,0.25,0.25,1,24
8519,1992-04-25 17:00:00,1992-04-25 20:00:00,18.03,17.27,4,84
8521,1992-05-07 03:00:00,1992-05-07 04:00:00,2.03,1.27,2,270
8523,1992-05-13 22:00:00,1992-05-13 22:00:00,1.52,1.52,1,161
8525,1992-05-14 11:00:00,1992-05-14 12:00:00,0.5,0.25,2,12
8527,1992-05-21 10:00:00,1992-05-22 02:00:00,11.43,6.86,17,165
8529,1992-05-28 21:00:00,1992-05-28 21:00:00,3.56,3.56,1,162
8531,1992-06-03 15:00:00,1992-06-04 00:00:00,8.63,3.81,10,137
8533,1992-06-08 18:00:00,1992-06-09 02:00:00,1.51,0.51,9,113
8535,1992-06-09 17:00:00,1992-06-09 17:00:00,1.52,1.52,1,14
8537,1992-06-09 23:00:00,1992-06-10 00:00:00,0.5,0.25,2,5
8539,1992-06-13 14:00:00,1992-06-13 14:00:00,0.25,0.25,1,85
8541,1992-06-13 20:00:00,1992-06-13 20:00:00,0.51,0.51,1,5
8543,1992-06-14 15:00:00,1992-06-14 17:00:00,3.04,2.03,3,18
8545,1992-06-23 14:00:00,1992-06-23 14:00:00,0.76,0.76,1,212
8547,1992-06-23 20:00:00,1992-06-23 20:00:00,0.25,0.25,1,5
8549,1992-06-24 13:00:00,1992-06-24 13:00:00,3.05,3.05,1,16
8551,1992-06-25 19:00:00,1992-06-25 19:00:00,2.03,2.03,1,29
8553,1992-06-28 13:00:00,1992-06-28 13:00:00,0.25,0.25,1,65
8555,1992-06-28 21:00:00,1992-06-28 21:00:00,1.02,1.02,1,7
8557,1992-06-29 12:00:00,1992-06-29 12:00:00,0.25,0.25,1,14
8559,1992-06-30 16:00:00,1992-06-30 19:00:00,1.52,1.27,4,27
8561,1992-07-06 09:00:00,1992-07-06 15:00:00,3.3,2.03,7,133
8563,1992-07-08 14:00:00,1992-07-08 14:00:00,0.51,0.51,1,46
8565,1992-07-14 19:00:00,1992-07-14 19:00:00,0.25,0.25,1,148
8567,1992-07-16 18:00:00,1992-07-16 18:00:00,0.76,0.76,1,46
8569,1992-07-17 18:00:00,1992-07-17 22:00:00,1.27,1.02,5,23
8571,1992-07-19 15:00:00,1992-07-19 19:00:00,26.15,21.08,5,40
8573,1992-07-27 17:00:00,1992-07-27 17:00:00,0.51,0.51,1,189
8575,1992-07-30 14:00:00,1992-07-30 18:00:00,3.8,2.79,5,68
8577,1992-08-02 18:00:00,1992-08-02 18:00:00,0.51,0.51,1,71
8579,1992-08-03 15:00:00,1992-08-03 16:00:00,1.01,0.76,2,20
8581,1992-08-04 21:00:00,1992-08-04 22:00:00,13.21,8.89,2,28
8583,1992-08-05 22:00:00,1992-08-05 22:00:00,0.76,0.76,1,23
8585,1992-08-06 16:00:00,1992-08-06 21:00:00,0.76,0.51,6,17
8587,1992-08-07 19:00:00,1992-08-07 21:00:00,15.24,7.37,3,21
8589,1992-08-13 14:00:00,1992-08-13 14:00:00,6.86,6.86,1,136
8591,1992-08-14 14:00:00,1992-08-14 16:00:00,4.32,3.05,3,23
8593,1992-08-15 06:00:00,1992-08-15 09:00:00,1.52,0.51,4,13
8595,1992-08-16 20:00:00,1992-08-16 20:00:00,1.02,1.02,1,34
8597,1992-08-18 00:00:00,1992-08-18 00:00:00,0.25,0.25,1,27
8599,1992-08-19 18:00:00,1992-08-19 18:00:00,0.76,0.76,1,41
8601,1992-08-21 20:00:00,1992-08-21 22:00:00,10.42,8.89,3,49
8603,1992-08-23 12:00:00,1992-08-23 12:00:00,0.51,0.51,1,37
8605,1992-08-24 06:00:00,1992-08-24 06:00:00,0.25,0.25,1,17
8607,1992-08-24 15:00:00,1992-08-24 16:00:00,2.79,2.03,2,8
8609,1992-08-25 02:00:00,1992-08-25 02:00:00,2.29,2.29,1,9
8611,1992-08-25 10:00:00,1992-08-25 10:00:00,13.97,13.97,1,7
8613,1992-09-02 15:00:00,1992-09-02 15:00:00,0.51,0.51,1,196
8615,1992-09-03 13:00:00,1992-09-03 15:00:00,1.01,0.76,3,21
8617,1992-09-04 14:00:00,1992-09-04 18:00:00,2.79,2.29,5,22
8619,1992-09-05 06:00:00,1992-09-05 09:00:00,0.5,0.25,4,11
8621,1992-09-05 17:00:00,1992-09-05 20:00:00,6.1,2.29,4,7
8623,1992-09-06 15:00:00,1992-09-06 15:00:00,0.25,0.25,1,18
8625,1992-09-07 22:00:00,1992-09-07 22:00:00,0.51,0.51,1,30
8627,1992-09-08 14:00:00,1992-09-08 15:00:00,4.83,2.54,2,15
8629,1992-09-10 03:00:00,1992-09-10 14:00:00,8.38,3.56,12,35
8631,1992-09-12 18:00:00,1992-09-12 18:00:00,2.79,2.79,1,51
8633,1992-09-13 02:00:00,1992-09-13 02:00:00,0.25,0.25,1,7
8635,1992-09-14 08:00:00,1992-09-14 09:00:00,0.76,0.51,2,29
8637,1992-09-14 18:00:00,1992-09-15 02:00:00,4.3,2.03,9,8
8639,1992-09-15 12:00:00,1992-09-15 16:00:00,1.01,0.51,5,9
8641,1992-09-16 11:00:00,1992-09-16 13:00:00,4.06,3.81,3,18
8643,1992-09-17 11:00:00,1992-09-17 11:00:00,0.76,0.76,1,21
8645,1992-09-19 14:00:00,1992-09-19 14:00:00,0.76,0.76,1,50
8647,1992-09-24 09:00:00,1992-09-24 14:00:00,19.05,13.97,6,114
8649,1992-09-25 01:00:00,1992-09-25 10:00:00,1.52,0.51,10,10
8651,1992-09-25 19:00:00,1992-09-26 06:00:00,9.39,2.29,12,8
8653,1992-09-26 17:00:00,1992-09-26 17:00:00,0.76,0.76,1,10
8655,1992-09-27 11:00:00,1992-09-27 11:00:00,0.25,0.25,1,17
8657,1992-10-02 16:00:00,1992-10-04 01:00:00,124.17,49.53,34,124
8659,1992-10-04 18:00:00,1992-10-04 18:00:00,0.25,0.25,1,16
8661,1992-10-08 02:00:00,1992-10-08 06:00:00,1.77,1.27,5,79
8663,1992-10-11 04:00:00,1992-10-11 04:00:00,0.25,0.25,1,69
8665,1992-10-11 17:00:00,1992-10-11 17:00:00,2.54,2.54,1,12
8667,1992-11-02 15:00:00,1992-11-02 16:00:00,4.31,4.06,2,525
8669,1992-11-10 03:00:00,1992-11-10 03:00:00,0.51,0.51,1,178
8671,1992-11-11 14:00:00,1992-11-11 18:00:00,1.01,0.76,5,34
8673,1992-11-12 01:00:00,1992-11-12 06:00:00,1.01,0.51,6,6
8675,1992-11-20 19:00:00,1992-11-20 23:00:00,2.79,1.52,5,204
8677,1992-11-21 07:00:00,1992-11-21 07:00:00,0.25,0.25,1,7
8679,1992-11-22 14:00:00,1992-11-22 15:00:00,0.76,0.51,2,30
8681,1992-11-27 07:00:00,1992-11-27 14:00:00,6.6,2.03,8,111
8683,1992-12-10 05:00:00,1992-12-10 05:00:00,0.51,0.51,1,302
8685,1992-12-26 14:00:00,1992-12-26 15:00:00,2.54,1.27,2,392
8687,1992-12-26 23:00:00,1992-12-26 23:00:00,0.25,0.25,1,7
8689,1992-12-30 07:00:00,1992-12-30 07:00:00,0.25,0.25,1,79
8691,1993-01-02 12:00:00,1993-01-02 15:00:00,4.32,1.78,4,76
8693,1993-01-04 09:00:00,1993-01-04 09:00:00,1.27,1.27,1,41
8695,1993-01-05 23:00:00,1993-01-05 23:00:00,2.79,2.79,1,37
8697,1993-01-08 14:00:00,1993-01-08 14:00:00,6.35,6.35,1,62
8699,1993-01-08 22:00:00,1993-01-08 23:00:00,1.53,1.02,2,7
8701,1993-01-11 06:00:00,1993-01-11 09:00:00,4.32,3.3,4,54
8703,1993-01-11 22:00:00,1993-01-12 03:00:00,3.81,2.03,6,12
8705,1993-01-13 06:00:00,1993-01-13 08:00:00,1.27,1.02,3,26
8707,1993-01-15 18:00:00,1993-01-16 07:00:00,18.29,5.59,14,57
8709,1993-01-20 15:00:00,1993-01-21 00:00:00,2.03,0.51,10,103
8711,1993-01-21 18:00:00,1993-01-21 18:00:00,0.51,0.51,1,17
8713,1993-01-22 12:00:00,1993-01-22 12:00:00,0.25,0.25,1,17
8715,1993-01-24 17:00:00,1993-01-24 17:00:00,0.25,0.25,1,52
8717,1993-01-25 23:00:00,1993-01-26 08:00:00,2.53,0.76,10,29
8719,1993-01-26 18:00:00,1993-01-26 20:00:00,2.03,1.52,3,9
8721,1993-02-06 18:00:00,1993-02-07 06:00:00,7.11,1.78,13,261
8723,1993-02-07 15:00:00,1993-02-07 15:00:00,14.22,14.22,1,8
8725,1993-02-07 21:00:00,1993-02-08 01:00:00,4.32,1.27,5,5
8727,1993-02-09 23:00:00,1993-02-10 04:00:00,2.28,0.76,6,45
8729,1993-02-11 19:00:00,1993-02-11 20:00:00,1.78,1.02,2,38
8731,1993-02-16 16:00:00,1993-02-16 17:00:00,0.76,0.51,2,115
8733,1993-02-22 05:00:00,1993-02-22 16:00:00,21.59,11.18,12,131
8735,1993-02-26 00:00:00,1993-02-26 04:00:00,4.07,1.52,5,79
8737,1993-03-04 00:00:00,1993-03-04 00:00:00,7.62,7.62,1,139
8739,1993-03-13 02:00:00,1993-03-13 04:00:00,12.96,11.94,3,217
8741,1993-03-17 13:00:00,1993-03-17 20:00:00,7.62,3.05,8,104
