"Evt_lab","Start","End","TotalRain","Max_Intensity","Dur_hr","PreDry_Dur_hr"
3391,1964-10-28 14:00:00,1964-10-28 16:00:00,4.06,2.03,3,307
3393,1964-10-31 20:00:00,1964-10-31 21:00:00,1.78,1.02,2,75
3395,1964-11-01 06:00:00,1964-11-02 04:00:00,50.55,16,23,8
3397,1964-11-03 00:00:00,1964-11-03 00:00:00,0.25,0.25,1,19
3399,1964-11-03 23:00:00,1964-11-04 03:00:00,1.27,1.02,5,22
3401,1964-11-15 16:00:00,1964-11-15 19:00:00,7.36,3.81,4,276
3403,1964-11-20 15:00:00,1964-11-20 15:00:00,2.79,2.79,1,115
3405,1964-11-21 03:00:00,1964-11-21 04:00:00,1.53,1.02,2,11
3407,1964-11-22 05:00:00,1964-11-22 06:00:00,0.5,0.25,2,24
3409,1964-11-23 18:00:00,1964-11-24 10:00:00,11.92,2.29,17,35
3411,1964-11-25 04:00:00,1964-11-25 07:00:00,7.11,3.3,4,17
3413,1964-11-28 17:00:00,1964-11-28 18:00:00,1.27,1.02,2,81
3415,1964-12-03 18:00:00,1964-12-04 00:00:00,41.64,22.86,7,119
3417,1964-12-04 14:00:00,1964-12-05 09:00:00,27.67,10.41,20,13
3419,1964-12-05 20:00:00,1964-12-05 20:00:00,1.27,1.27,1,10
3421,1964-12-13 18:00:00,1964-12-14 00:00:00,4.31,2.03,7,189
3423,1964-12-14 06:00:00,1964-12-14 11:00:00,1.76,0.76,6,5
3425,1964-12-17 09:00:00,1964-12-17 09:00:00,0.76,0.76,1,69
3427,1964-12-17 21:00:00,1964-12-17 22:00:00,1.27,1.02,2,11
3429,1964-12-21 06:00:00,1964-12-21 06:00:00,2.29,2.29,1,79
3431,1964-12-27 00:00:00,1964-12-27 06:00:00,41.65,10.92,7,137
3433,1965-01-15 01:00:00,1965-01-15 01:00:00,0.76,0.76,1,450
3435,1965-01-16 04:00:00,1965-01-16 04:00:00,0.25,0.25,1,26
3437,1965-01-24 08:00:00,1965-01-24 14:00:00,4.06,2.03,7,195
3439,1965-01-26 15:00:00,1965-01-26 17:00:00,0.76,0.51,3,48
3441,1965-01-30 11:00:00,1965-01-31 00:00:00,10.66,3.81,14,89
3443,1965-02-02 04:00:00,1965-02-02 09:00:00,16.25,12.95,6,51
3445,1965-02-06 09:00:00,1965-02-06 12:00:00,2.53,2.03,4,95
3447,1965-02-06 18:00:00,1965-02-06 19:00:00,3.81,3.56,2,5
3449,1965-02-07 05:00:00,1965-02-07 10:00:00,13.71,6.6,6,9
3451,1965-02-13 05:00:00,1965-02-14 19:00:00,49.5,4.32,39,138
3453,1965-02-18 09:00:00,1965-02-18 13:00:00,9.64,5.33,5,85
3455,1965-02-23 11:00:00,1965-02-24 00:00:00,26.15,5.59,14,117
3457,1965-02-24 18:00:00,1965-02-25 00:00:00,18.03,8.13,7,17
3459,1965-03-02 02:00:00,1965-03-02 10:00:00,16.51,7.11,9,121
3461,1965-03-03 18:00:00,1965-03-04 06:00:00,9.14,2.54,13,31
3463,1965-03-12 19:00:00,1965-03-13 00:00:00,2.03,1.02,6,204
3465,1965-03-13 07:00:00,1965-03-13 22:00:00,6.08,3.81,16,6
3467,1965-03-18 14:00:00,1965-03-19 19:00:00,41.14,15.75,30,111
3469,1965-03-20 03:00:00,1965-03-20 09:00:00,8.12,2.54,7,7
3471,1965-03-27 19:00:00,1965-03-28 01:00:00,1.51,0.76,7,177
3473,1965-03-28 09:00:00,1965-03-28 09:00:00,0.25,0.25,1,7
3475,1965-03-31 13:00:00,1965-03-31 14:00:00,14.23,7.37,2,75
3477,1965-03-31 23:00:00,1965-03-31 23:00:00,0.25,0.25,1,8
3479,1965-04-03 23:00:00,1965-04-03 23:00:00,0.25,0.25,1,71
3481,1965-04-04 17:00:00,1965-04-04 18:00:00,3.55,3.3,2,17
3483,1965-04-16 10:00:00,1965-04-16 10:00:00,2.79,2.79,1,279
3485,1965-04-19 22:00:00,1965-04-20 00:00:00,0.5,0.25,3,83
3487,1965-04-25 19:00:00,1965-04-25 21:00:00,1.78,1.02,3,138
3489,1965-04-26 07:00:00,1965-04-26 09:00:00,3.3,1.52,3,9
3491,1965-04-26 17:00:00,1965-04-26 19:00:00,11.68,11.18,3,7
3493,1965-04-27 17:00:00,1965-04-27 17:00:00,0.25,0.25,1,21
3495,1965-05-12 21:00:00,1965-05-12 23:00:00,10.67,5.84,3,363
3497,1965-05-25 11:00:00,1965-05-25 12:00:00,3.3,3.05,2,299
3499,1965-05-28 17:00:00,1965-05-28 22:00:00,6.34,3.3,6,76
3501,1965-05-29 17:00:00,1965-05-29 21:00:00,3.55,2.03,5,18
3503,1965-06-03 20:00:00,1965-06-03 20:00:00,1.27,1.27,1,118
3505,1965-06-04 19:00:00,1965-06-04 19:00:00,0.25,0.25,1,22
3507,1965-06-07 12:00:00,1965-06-07 12:00:00,9.91,9.91,1,64
3509,1965-06-08 12:00:00,1965-06-08 19:00:00,19.81,9.65,8,23
3511,1965-06-10 13:00:00,1965-06-11 00:00:00,11.42,7.11,12,41
3513,1965-06-11 11:00:00,1965-06-11 17:00:00,45.98,26.67,7,10
3515,1965-06-12 08:00:00,1965-06-12 09:00:00,1.52,1.27,2,14
3517,1965-06-13 12:00:00,1965-06-13 12:00:00,0.25,0.25,1,26
3519,1965-06-14 15:00:00,1965-06-14 18:00:00,11.94,5.08,4,26
3521,1965-06-15 14:00:00,1965-06-15 15:00:00,1.02,0.51,2,19
3523,1965-06-16 11:00:00,1965-06-16 21:00:00,39.61,28.96,11,19
3525,1965-06-17 13:00:00,1965-06-18 11:00:00,90.4,53.34,23,15
3527,1965-06-18 18:00:00,1965-06-18 18:00:00,0.76,0.76,1,6
3529,1965-06-25 14:00:00,1965-06-25 17:00:00,3.82,1.78,4,163
3531,1965-06-27 10:00:00,1965-06-27 11:00:00,1.52,0.76,2,40
3533,1965-06-30 15:00:00,1965-06-30 15:00:00,9.14,9.14,1,75
3535,1965-07-01 19:00:00,1965-07-01 20:00:00,1.52,1.27,2,27
3537,1965-07-02 12:00:00,1965-07-02 12:00:00,0.51,0.51,1,15
3539,1965-07-05 15:00:00,1965-07-05 17:00:00,0.5,0.25,3,74
3541,1965-07-06 00:00:00,1965-07-06 00:00:00,0.25,0.25,1,6
3543,1965-07-06 16:00:00,1965-07-06 21:00:00,26.66,18.03,6,15
3545,1965-07-09 15:00:00,1965-07-09 16:00:00,2.54,2.29,2,65
3547,1965-07-10 20:00:00,1965-07-10 20:00:00,2.03,2.03,1,27
3549,1965-07-11 16:00:00,1965-07-11 20:00:00,3.55,2.29,5,19
3551,1965-07-14 12:00:00,1965-07-14 18:00:00,8.12,4.57,7,63
3553,1965-07-15 10:00:00,1965-07-15 12:00:00,2.03,0.76,3,15
3555,1965-07-16 13:00:00,1965-07-16 15:00:00,1.27,0.51,3,24
3557,1965-07-18 16:00:00,1965-07-18 16:00:00,5.59,5.59,1,48
3559,1965-07-25 17:00:00,1965-07-25 18:00:00,2.28,2.03,2,168
3561,1965-07-26 19:00:00,1965-07-26 19:00:00,1.52,1.52,1,24
3563,1965-07-27 20:00:00,1965-07-27 21:00:00,1.27,0.76,2,24
3565,1965-07-29 15:00:00,1965-07-29 18:00:00,8.63,4.57,4,41
3567,1965-07-30 01:00:00,1965-07-30 01:00:00,0.51,0.51,1,6
3569,1965-08-01 07:00:00,1965-08-01 14:00:00,5.84,3.56,8,53
3571,1965-08-01 23:00:00,1965-08-02 02:00:00,3.81,2.54,4,8
3573,1965-08-05 22:00:00,1965-08-05 22:00:00,0.25,0.25,1,91
3575,1965-08-06 13:00:00,1965-08-06 14:00:00,31.75,20.32,2,14
3577,1965-08-07 14:00:00,1965-08-07 15:00:00,6.86,3.81,2,23
3579,1965-08-08 16:00:00,1965-08-08 16:00:00,3.3,3.3,1,24
3581,1965-08-09 00:00:00,1965-08-09 01:00:00,2.54,2.29,2,7
3583,1965-08-09 16:00:00,1965-08-09 22:00:00,13.7,5.84,7,14
3585,1965-08-10 14:00:00,1965-08-10 14:00:00,11.68,11.68,1,15
3587,1965-08-11 15:00:00,1965-08-11 15:00:00,0.51,0.51,1,24
3589,1965-08-14 15:00:00,1965-08-14 15:00:00,0.25,0.25,1,71
3591,1965-08-15 17:00:00,1965-08-15 20:00:00,18.03,15.49,4,25
3593,1965-08-19 18:00:00,1965-08-19 19:00:00,1.27,0.76,2,93
3595,1965-08-22 15:00:00,1965-08-22 17:00:00,53.59,52.32,3,67
3597,1965-08-23 14:00:00,1965-08-23 16:00:00,33.01,28.19,3,20
3599,1965-08-24 16:00:00,1965-08-24 16:00:00,3.3,3.3,1,23
3601,1965-08-26 17:00:00,1965-08-26 19:00:00,17.78,16.26,3,48
3603,1965-08-28 18:00:00,1965-08-28 20:00:00,10.16,8.89,3,46
3605,1965-08-29 13:00:00,1965-08-29 19:00:00,25.65,18.8,7,16
3607,1965-09-03 19:00:00,1965-09-03 19:00:00,2.03,2.03,1,119
3609,1965-09-07 06:00:00,1965-09-07 09:00:00,2.28,1.27,4,82
3611,1965-09-08 21:00:00,1965-09-09 02:00:00,1.02,0.51,6,35
3613,1965-09-10 13:00:00,1965-09-10 16:00:00,53.34,33.53,4,34
3615,1965-09-13 15:00:00,1965-09-13 15:00:00,2.29,2.29,1,70
3617,1965-09-16 15:00:00,1965-09-16 15:00:00,5.08,5.08,1,71
3619,1965-09-17 11:00:00,1965-09-17 20:00:00,39.86,15.49,10,19
3621,1965-09-23 12:00:00,1965-09-23 13:00:00,5.33,4.06,2,135
3623,1965-09-27 03:00:00,1965-09-27 15:00:00,130.81,36.32,13,85
3625,1965-09-27 21:00:00,1965-09-29 05:00:00,16.72,3.05,33,5
3627,1965-09-29 19:00:00,1965-09-29 21:00:00,1.52,1.27,3,13
3629,1965-09-30 04:00:00,1965-09-30 06:00:00,17.53,13.97,3,6
3631,1965-09-30 14:00:00,1965-09-30 14:00:00,0.51,0.51,1,7
3633,1965-09-30 20:00:00,1965-09-30 20:00:00,1.52,1.52,1,5
3635,1965-10-06 14:00:00,1965-10-06 14:00:00,1.02,1.02,1,137
3637,1965-10-07 07:00:00,1965-10-07 09:00:00,1.27,0.51,3,16
3639,1965-10-14 15:00:00,1965-10-14 16:00:00,7.11,6.6,2,173
3641,1965-10-17 22:00:00,1965-10-18 02:00:00,1.77,0.76,5,77
3643,1965-10-18 10:00:00,1965-10-19 01:00:00,27.68,6.6,16,7
3645,1965-10-22 09:00:00,1965-10-22 09:00:00,0.25,0.25,1,79
3647,1965-10-22 15:00:00,1965-10-22 15:00:00,0.25,0.25,1,5
3649,1965-10-30 09:00:00,1965-10-30 14:00:00,5.08,1.78,6,185
3651,1965-11-13 00:00:00,1965-11-13 02:00:00,22.1,18.29,3,321
3653,1965-11-22 11:00:00,1965-11-22 15:00:00,23.12,9.4,5,224
3655,1965-11-29 20:00:00,1965-11-30 02:00:00,3.56,1.27,7,172
3657,1965-12-13 00:00:00,1965-12-13 05:00:00,9.39,3.81,6,309
3659,1965-12-15 07:00:00,1965-12-15 17:00:00,12.19,3.81,11,49
3661,1965-12-16 00:00:00,1965-12-16 05:00:00,2.79,1.02,6,6
3663,1965-12-16 12:00:00,1965-12-16 21:00:00,10.14,3.05,10,6
3665,1965-12-17 03:00:00,1965-12-17 04:00:00,0.5,0.25,2,5
3667,1965-12-18 22:00:00,1965-12-20 06:00:00,59.93,7.37,33,41
3669,1965-12-25 15:00:00,1965-12-25 15:00:00,0.25,0.25,1,128
3671,1970-01-01 02:00:00,1970-01-01 10:00:00,7.6,2.03,9,35218
3673,1970-01-01 17:00:00,1970-01-01 21:00:00,4.57,2.54,5,6
3675,1970-01-03 02:00:00,1970-01-03 06:00:00,1.77,0.76,5,28
3677,1970-01-05 20:00:00,1970-01-06 11:00:00,41.92,9.91,16,61
3679,1970-01-06 17:00:00,1970-01-06 19:00:00,3.31,1.27,3,5
3681,1970-01-07 02:00:00,1970-01-07 02:00:00,0.25,0.25,1,6
3683,1970-01-11 22:00:00,1970-01-12 06:00:00,7.61,1.52,9,115
3685,1970-01-15 08:00:00,1970-01-16 09:00:00,24.6,5.33,26,73
3687,1970-01-17 01:00:00,1970-01-17 08:00:00,5.84,3.3,8,15
3689,1970-01-23 13:00:00,1970-01-23 15:00:00,2.04,1.02,3,148
3691,1970-01-26 10:00:00,1970-01-26 11:00:00,1.78,1.27,2,66
3693,1970-01-30 04:00:00,1970-01-30 05:00:00,3.55,2.03,2,88
3695,1970-02-02 03:00:00,1970-02-02 12:00:00,9.41,3.56,10,69
3697,1970-02-02 21:00:00,1970-02-03 09:00:00,156.21,45.72,13,8
3699,1970-02-09 16:00:00,1970-02-09 16:00:00,5.33,5.33,1,150
3701,1970-02-15 21:00:00,1970-02-15 21:00:00,2.03,2.03,1,148
3703,1970-02-16 15:00:00,1970-02-16 19:00:00,19.81,9.91,5,17
3705,1970-02-17 06:00:00,1970-02-17 13:00:00,26.16,9.91,8,10
3707,1970-02-25 11:00:00,1970-02-25 20:00:00,5.85,2.29,10,189
3709,1970-03-05 08:00:00,1970-03-05 12:00:00,9.65,6.86,5,179
3711,1970-03-05 20:00:00,1970-03-05 20:00:00,1.78,1.78,1,7
3713,1970-03-07 21:00:00,1970-03-07 21:00:00,0.25,0.25,1,48
3715,1970-03-08 06:00:00,1970-03-09 02:00:00,19.54,4.83,21,8
3717,1970-03-11 20:00:00,1970-03-11 21:00:00,4.82,2.79,2,65
3719,1970-03-12 20:00:00,1970-03-12 22:00:00,3.04,1.52,3,22
3721,1970-03-17 23:00:00,1970-03-18 01:00:00,5.08,3.3,3,120
3723,1970-03-19 17:00:00,1970-03-19 17:00:00,2.03,2.03,1,39
3725,1970-03-22 04:00:00,1970-03-22 09:00:00,5.59,4.57,6,58
3727,1970-03-28 01:00:00,1970-03-28 23:00:00,180.83,20.07,23,135
3729,1970-03-29 05:00:00,1970-03-29 11:00:00,15.24,4.83,7,5
3731,1970-03-31 15:00:00,1970-03-31 15:00:00,5.59,5.59,1,51
3733,1970-04-01 15:00:00,1970-04-01 19:00:00,7.62,7.37,5,23
3735,1970-04-02 12:00:00,1970-04-02 13:00:00,5.33,3.81,2,16
3737,1970-04-05 03:00:00,1970-04-05 19:00:00,16.99,3.05,17,61
3739,1970-04-11 23:00:00,1970-04-12 08:00:00,6.35,2.29,10,147
3741,1970-04-20 10:00:00,1970-04-20 14:00:00,8.63,2.79,5,193
3743,1970-05-04 12:00:00,1970-05-04 12:00:00,0.51,0.51,1,333
3745,1970-05-17 16:00:00,1970-05-17 16:00:00,1.78,1.78,1,315
3747,1970-05-24 15:00:00,1970-05-25 07:00:00,27.44,7.87,17,166
3749,1970-05-28 19:00:00,1970-05-28 19:00:00,0.25,0.25,1,83
3751,1970-05-29 05:00:00,1970-05-29 08:00:00,4.56,2.79,4,9
3753,1970-05-29 22:00:00,1970-05-30 00:00:00,2.04,1.02,3,13
3755,1970-05-30 19:00:00,1970-05-30 23:00:00,10.17,5.59,5,18
3757,1970-06-04 15:00:00,1970-06-04 17:00:00,6.35,4.57,3,111
3759,1970-06-07 17:00:00,1970-06-07 18:00:00,2.79,2.54,2,71
3761,1970-06-11 13:00:00,1970-06-11 17:00:00,1.26,0.76,5,90
3763,1970-06-14 13:00:00,1970-06-14 18:00:00,31.24,21.08,6,67
3765,1970-06-15 03:00:00,1970-06-15 03:00:00,8.38,8.38,1,8
3767,1970-06-23 15:00:00,1970-06-23 15:00:00,0.51,0.51,1,203
3769,1970-06-25 14:00:00,1970-06-25 21:00:00,1,0.25,8,46
3771,1970-06-26 08:00:00,1970-06-26 13:00:00,2.28,1.27,6,10
3773,1970-06-27 14:00:00,1970-06-27 23:00:00,13.44,10.16,10,24
3775,1970-07-02 04:00:00,1970-07-02 05:00:00,1.02,0.51,2,100
3777,1970-07-03 15:00:00,1970-07-03 15:00:00,0.25,0.25,1,33
3779,1970-07-05 16:00:00,1970-07-05 16:00:00,0.25,0.25,1,48
3781,1970-07-08 16:00:00,1970-07-08 17:00:00,37.33,37.08,2,71
3783,1970-07-09 15:00:00,1970-07-09 15:00:00,2.29,2.29,1,21
3785,1970-07-10 15:00:00,1970-07-10 17:00:00,5.07,2.79,3,23
3787,1970-07-11 22:00:00,1970-07-11 23:00:00,2.28,1.52,2,28
3789,1970-07-12 14:00:00,1970-07-12 19:00:00,19.81,9.65,6,14
3791,1970-07-16 18:00:00,1970-07-16 19:00:00,14.22,13.97,2,94
3793,1970-07-17 17:00:00,1970-07-17 23:00:00,55.88,32.26,7,21
3795,1970-07-18 19:00:00,1970-07-18 19:00:00,6.6,6.6,1,19
3797,1970-07-21 20:00:00,1970-07-21 20:00:00,0.76,0.76,1,72
3799,1970-07-22 18:00:00,1970-07-22 18:00:00,2.03,2.03,1,21
3801,1970-07-26 09:00:00,1970-07-26 11:00:00,42.67,24.64,3,86
3803,1970-07-27 14:00:00,1970-07-27 14:00:00,1.27,1.27,1,26
3805,1970-07-28 15:00:00,1970-07-28 15:00:00,1.27,1.27,1,24
3807,1970-08-04 22:00:00,1970-08-05 00:00:00,6.61,3.05,3,174
3809,1970-08-07 13:00:00,1970-08-07 13:00:00,8.64,8.64,1,60
3811,1970-08-07 20:00:00,1970-08-08 01:00:00,49.03,24.89,6,6
3813,1970-08-08 15:00:00,1970-08-08 21:00:00,30.98,14.73,7,13
3815,1970-08-09 12:00:00,1970-08-09 16:00:00,7.87,5.33,5,14
3817,1970-08-10 09:00:00,1970-08-11 00:00:00,21.33,9.4,16,16
3819,1970-08-11 07:00:00,1970-08-11 13:00:00,17.77,5.84,7,6
3821,1970-08-12 05:00:00,1970-08-12 13:00:00,7.36,3.3,9,15
3823,1970-08-12 19:00:00,1970-08-12 19:00:00,0.25,0.25,1,5
3825,1970-08-13 06:00:00,1970-08-13 08:00:00,3.81,2.03,3,10
3827,1970-08-14 12:00:00,1970-08-14 12:00:00,0.25,0.25,1,27
3829,1970-08-15 11:00:00,1970-08-15 12:00:00,15.24,10.67,2,22
3831,1970-08-19 18:00:00,1970-08-19 21:00:00,24.63,12.45,4,101
3833,1970-08-20 14:00:00,1970-08-20 21:00:00,33.78,12.45,8,16
3835,1970-08-21 14:00:00,1970-08-21 15:00:00,18.29,17.02,2,16
3837,1970-08-24 12:00:00,1970-08-24 16:00:00,3.8,1.52,5,68
3839,1970-08-25 06:00:00,1970-08-25 10:00:00,4.58,1.52,5,13
3841,1970-08-25 17:00:00,1970-08-25 22:00:00,15.23,8.89,6,6
3843,1970-08-26 16:00:00,1970-08-26 20:00:00,8.89,3.81,5,17
3845,1970-09-01 14:00:00,1970-09-01 14:00:00,4.83,4.83,1,137
3847,1970-09-02 15:00:00,1970-09-02 16:00:00,4.07,3.05,2,24
3849,1970-09-04 16:00:00,1970-09-04 17:00:00,15.75,8.13,2,47
3851,1970-09-06 15:00:00,1970-09-06 19:00:00,27.68,16,5,45
3853,1970-09-11 15:00:00,1970-09-11 15:00:00,4.57,4.57,1,115
3855,1970-09-13 06:00:00,1970-09-13 09:00:00,0.5,0.25,4,38
3857,1970-09-13 18:00:00,1970-09-13 23:00:00,2.29,1.78,6,8
3859,1970-09-14 05:00:00,1970-09-14 06:00:00,3.04,2.79,2,5
3861,1970-09-14 16:00:00,1970-09-14 16:00:00,0.25,0.25,1,9
3863,1970-09-17 08:00:00,1970-09-17 08:00:00,0.51,0.51,1,63
3865,1970-09-21 21:00:00,1970-09-21 21:00:00,2.54,2.54,1,108
3867,1970-09-24 08:00:00,1970-09-24 08:00:00,2.79,2.79,1,58
3869,1970-09-25 08:00:00,1970-09-25 18:00:00,4.83,2.03,11,23
3871,1970-09-26 07:00:00,1970-09-26 07:00:00,5.33,5.33,1,12
3873,1970-09-27 16:00:00,1970-09-27 17:00:00,0.5,0.25,2,32
3875,1970-09-28 17:00:00,1970-09-28 17:00:00,1.78,1.78,1,23
3877,1970-10-10 10:00:00,1970-10-10 10:00:00,0.25,0.25,1,280
3879,1970-10-11 09:00:00,1970-10-11 14:00:00,14.73,8.89,6,22
3881,1970-10-19 05:00:00,1970-10-19 13:00:00,19.06,9.65,9,182
3883,1970-10-20 00:00:00,1970-10-20 06:00:00,41.66,15.49,7,10
3885,1970-10-21 13:00:00,1970-10-21 13:00:00,0.51,0.51,1,30
3887,1970-10-25 03:00:00,1970-10-25 03:00:00,0.76,0.76,1,85
3889,1970-10-27 16:00:00,1970-10-28 07:00:00,3.79,0.76,16,60
3891,1970-10-28 19:00:00,1970-10-29 00:00:00,12.95,6.35,6,11
3893,1970-10-30 12:00:00,1970-10-30 21:00:00,6.59,4.06,10,35
3895,1970-12-16 13:00:00,1970-12-16 19:00:00,16.51,7.11,7,1119
3897,1970-12-24 18:00:00,1970-12-24 19:00:00,0.5,0.25,2,190
3899,1970-12-25 16:00:00,1970-12-25 21:00:00,5.85,2.29,6,20
3901,1970-12-29 16:00:00,1970-12-29 17:00:00,7.11,6.35,2,90
3903,1970-12-31 03:00:00,1970-12-31 08:00:00,9.9,4.32,6,33
3905,1971-01-05 12:00:00,1971-01-05 17:00:00,9.13,5.84,6,123
3907,1971-01-06 09:00:00,1971-01-06 22:00:00,22.61,5.33,14,15
3909,1971-01-08 11:00:00,1971-01-09 14:00:00,15.45,5.33,28,36
3911,1971-01-11 19:00:00,1971-01-11 19:00:00,0.25,0.25,1,52
3913,1971-01-15 14:00:00,1971-01-15 16:00:00,0.5,0.25,3,90
3915,1971-01-31 01:00:00,1971-01-31 03:00:00,3.05,1.27,3,368
3917,1971-02-05 13:00:00,1971-02-05 16:00:00,8.12,2.79,4,129
3919,1971-02-07 14:00:00,1971-02-08 10:00:00,50.26,17.27,21,45
3921,1971-02-13 00:00:00,1971-02-13 03:00:00,1.27,0.51,4,109
3923,1971-02-22 18:00:00,1971-02-22 19:00:00,4.57,4.32,2,230
3925,1971-02-27 10:00:00,1971-02-27 10:00:00,0.51,0.51,1,110
3927,1971-03-03 14:00:00,1971-03-03 17:00:00,3.55,2.29,4,99
3929,1971-03-07 04:00:00,1971-03-07 05:00:00,4.07,2.29,2,82
3931,1971-03-13 16:00:00,1971-03-13 18:00:00,7.62,4.57,3,154
3933,1971-03-15 22:00:00,1971-03-15 23:00:00,4.57,3.05,2,51
3935,1971-03-19 11:00:00,1971-03-19 13:00:00,4.32,2.03,3,83
3937,1971-03-26 07:00:00,1971-03-26 11:00:00,33.78,18.8,5,161
3939,1971-03-29 20:00:00,1971-03-29 23:00:00,3.3,2.03,4,80
3941,1971-04-03 02:00:00,1971-04-03 02:00:00,0.25,0.25,1,98
3943,1971-04-04 21:00:00,1971-04-05 20:00:00,27.42,4.57,24,42
3945,1971-04-16 15:00:00,1971-04-16 15:00:00,0.25,0.25,1,258
3947,1971-04-22 19:00:00,1971-04-22 20:00:00,6.86,5.08,2,147
3949,1971-04-24 01:00:00,1971-04-24 01:00:00,0.51,0.51,1,28
3951,1971-04-29 14:00:00,1971-04-29 20:00:00,17.78,16.26,7,132
3953,1971-04-30 09:00:00,1971-04-30 21:00:00,50.28,20.57,13,12
3955,1971-05-12 20:00:00,1971-05-12 20:00:00,2.03,2.03,1,286
3957,1971-05-13 02:00:00,1971-05-13 02:00:00,0.76,0.76,1,5
3959,1971-05-14 20:00:00,1971-05-14 22:00:00,7.37,4.32,3,41
3961,1971-05-15 05:00:00,1971-05-15 08:00:00,3.06,1.02,4,6
3963,1971-05-15 14:00:00,1971-05-15 18:00:00,5.84,2.03,5,5
3965,1971-05-20 17:00:00,1971-05-20 19:00:00,12.44,7.11,3,118
3967,1971-05-25 18:00:00,1971-05-25 20:00:00,15.49,13.97,3,118
3969,1971-05-27 18:00:00,1971-05-27 19:00:00,0.5,0.25,2,45
3971,1971-05-28 17:00:00,1971-05-28 17:00:00,0.76,0.76,1,21
3973,1971-06-09 02:00:00,1971-06-09 03:00:00,3.3,1.78,2,272
3975,1971-06-09 19:00:00,1971-06-09 19:00:00,0.25,0.25,1,15
3977,1971-06-10 19:00:00,1971-06-10 22:00:00,1.51,0.76,4,23
3979,1971-06-11 14:00:00,1971-06-11 16:00:00,11.17,6.6,3,15
3981,1971-06-16 15:00:00,1971-06-16 18:00:00,0.76,0.51,4,118
3983,1971-06-17 14:00:00,1971-06-17 14:00:00,2.03,2.03,1,19
3985,1971-06-17 23:00:00,1971-06-17 23:00:00,2.03,2.03,1,8
3987,1971-06-18 17:00:00,1971-06-18 21:00:00,16.76,14.22,5,17
3989,1971-06-19 17:00:00,1971-06-19 21:00:00,23.11,15.49,5,19
3991,1971-06-20 16:00:00,1971-06-20 16:00:00,2.29,2.29,1,18
3993,1971-06-26 14:00:00,1971-06-26 17:00:00,14.47,13.21,4,141
3995,1971-06-27 18:00:00,1971-06-27 21:00:00,32.76,25.91,4,24
3997,1971-06-29 14:00:00,1971-06-29 16:00:00,3.81,3.05,3,40
3999,1971-06-30 18:00:00,1971-06-30 19:00:00,25.91,24.89,2,25
4001,1971-07-01 16:00:00,1971-07-01 17:00:00,26.93,16.26,2,20
4003,1971-07-02 15:00:00,1971-07-02 21:00:00,12.19,10.16,7,21
4005,1971-07-03 11:00:00,1971-07-04 00:00:00,8.11,2.03,14,13
4007,1971-07-04 17:00:00,1971-07-04 17:00:00,0.25,0.25,1,16
4009,1971-07-05 20:00:00,1971-07-06 00:00:00,10.92,8.38,5,26
4011,1971-07-08 19:00:00,1971-07-08 20:00:00,13.71,8.38,2,66
4013,1971-07-12 21:00:00,1971-07-12 22:00:00,17.78,14.48,2,96
4015,1971-07-13 18:00:00,1971-07-13 18:00:00,5.59,5.59,1,19
4017,1971-07-15 18:00:00,1971-07-15 22:00:00,9.91,5.59,5,47
4019,1971-07-16 09:00:00,1971-07-16 09:00:00,0.76,0.76,1,10
4021,1971-07-17 14:00:00,1971-07-17 14:00:00,2.54,2.54,1,28
4023,1971-07-18 14:00:00,1971-07-18 14:00:00,0.25,0.25,1,23
4025,1971-07-19 15:00:00,1971-07-19 16:00:00,7.11,6.6,2,24
4027,1971-07-20 16:00:00,1971-07-20 17:00:00,4.82,4.57,2,23
4029,1971-07-21 21:00:00,1971-07-21 21:00:00,0.25,0.25,1,27
4031,1971-07-22 18:00:00,1971-07-22 19:00:00,0.76,0.51,2,20
4033,1971-07-25 17:00:00,1971-07-25 17:00:00,3.3,3.3,1,69
4035,1971-07-28 16:00:00,1971-07-28 19:00:00,3.55,2.54,4,70
4037,1971-08-08 16:00:00,1971-08-08 21:00:00,51.55,49.53,6,260
4039,1971-08-09 04:00:00,1971-08-09 05:00:00,5.84,3.81,2,6
4041,1971-08-09 14:00:00,1971-08-09 19:00:00,33.79,25.91,6,8
4043,1971-08-14 04:00:00,1971-08-14 19:00:00,23.36,8.38,16,104
4045,1971-08-15 04:00:00,1971-08-15 04:00:00,0.25,0.25,1,8
4047,1971-08-15 16:00:00,1971-08-15 18:00:00,5.33,4.06,3,11
4049,1971-08-16 10:00:00,1971-08-17 04:00:00,65.27,13.46,19,15
4051,1971-08-17 14:00:00,1971-08-17 15:00:00,12.19,11.68,2,9
4053,1971-08-23 17:00:00,1971-08-23 18:00:00,12.19,11.94,2,145
4055,1971-08-24 16:00:00,1971-08-24 21:00:00,30.99,24.38,6,21
4057,1971-08-25 09:00:00,1971-08-25 09:00:00,0.25,0.25,1,11
4059,1971-08-25 15:00:00,1971-08-25 18:00:00,26.66,25.65,4,5
4061,1971-08-26 11:00:00,1971-08-26 21:00:00,6.09,3.56,11,16
4063,1971-08-27 18:00:00,1971-08-27 18:00:00,30.48,30.48,1,20
4065,1971-08-29 20:00:00,1971-08-29 22:00:00,6.6,2.54,3,49
4067,1971-08-30 10:00:00,1971-08-30 12:00:00,6.35,3.81,3,11
4069,1971-08-31 12:00:00,1971-08-31 13:00:00,8.63,8.38,2,23
